row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
b0208,microsoft,POST,/drives/{drive-id}/items/{driveItem-id}/workbook/functions/microsoft.graph.rank_Eq,drives.drive.items.driveItem.workbook.functions.rank_Eq,Invoke action rank_Eq,,r,high,i pure calculation function,buildset-2026-09-18
b0209,microsoft,PATCH,/security/triggers/retentionEvents/{retentionEvent-id},security.triggers.UpdateRetentionEvents,Update the navigation property retentionEvents in security,,w,high,w edits retention event,buildset-2026-09-18
b0210,microsoft,POST,/devices/{device-id}/microsoft.graph.getMemberObjects,devices.device.getMemberObjects,Invoke action getMemberObjects,"Return all IDs for the groups, administrative units, and directory roles that a user, group, service principal, organizational contact, device, or directory object is a member of. This function is transitive. **Note:** Only users and role-enabled groups can be members of directory roles.",r,high,i POST read-only returns data,buildset-2026-09-18
b0211,microsoft,DELETE,/users/{user-id}/calendarGroups/{calendarGroup-id}/calendars/{calendar-id}/events/{event-id}/extensions/{extension-id},users.calendarGroups.calendars.events.DeleteExtensions,Delete navigation property extensions for users,,x,high,a deletes extension no restore,buildset-2026-09-18
b0212,microsoft,DELETE,/teamTemplateDefinition/{teamTemplateDefinition-id}/teamDefinition/schedule/timeCards/{timeCard-id},teamTemplateDefinition.teamDefinition.schedule.DeleteTimeCards,Delete navigation property timeCards for teamTemplateDefinition,,x,high,DELETE no trash named,buildset-2026-09-18
b0213,microsoft,DELETE,/security/labels/retentionLabels/{retentionLabel-id}/dispositionReviewStages/{dispositionReviewStage-id},security.labels.retentionLabels.DeleteDispositionReviewStages,Delete navigation property dispositionReviewStages for security,,x,high,a deletes review stage no restore,buildset-2026-09-18
b0214,microsoft,POST,/me/appConsentRequestsForApproval,me.CreateAppConsentRequestsForApproval,Create new navigation property to appConsentRequestsForApproval for me,,w,high,ii plain create request,buildset-2026-09-18
b0215,microsoft,POST,/deviceManagement/intents/{deviceManagementIntent-id}/deviceSettingStateSummaries,deviceManagement.intents.CreateDeviceSettingStateSummaries,Create new navigation property to deviceSettingStateSummaries for deviceManagement,,w,high,ii plain create navigation entry,buildset-2026-09-18
b0216,microsoft,DELETE,/drives/{drive-id}/items/{driveItem-id}/workbook/operations/{workbookOperation-id},drives.items.workbook.DeleteOperations,Delete navigation property operations for drives,,x,high,DELETE method wins no restore,buildset-2026-09-18
b0217,microsoft,PATCH,/groups/{group-id}/planner/plans/{plannerPlan-id}/tasks/{plannerTask-id},groups.planner.plans.UpdateTasks,Update the navigation property tasks in groups,,w,high,w updates task settable back,buildset-2026-09-18
b0218,microsoft,DELETE,/subscriptions/{subscription-id},subscriptions.subscription.DeleteSubscription,Delete subscription,"Delete a subscription. For the list of resources that support subscribing to change notifications, see the table in the Permissions section.",x,high,a deletes subscription no restore,buildset-2026-09-18
b0219,microsoft,POST,/me/presence/microsoft.graph.clearPresence,me.presence.clearPresence,Invoke action clearPresence,"Clear the application's presence session for a user. If it is the user's only presence session, the user's presence will change to `Offline/Offline`. For details about presences sessions, see presence: setPresence.",w,low,resets presence status settable back,buildset-2026-09-18
b0220,microsoft,POST,/organization/{organization-id}/microsoft.graph.getMemberGroups,organization.organization.getMemberGroups,Invoke action getMemberGroups,"Return all the group IDs for the groups that the specified user, group, service principal, organizational contact, device, or directory object is a member of. This function is transitive.",r,high,i read-only lookup function,buildset-2026-09-18
b0221,microsoft,DELETE,/subscribedSkus/{subscribedSku-id},subscribedSkus.subscribedSku.DeleteSubscribedSku,Delete entity from subscribedSkus,,x,high,a deletes subscribed sku no restore,buildset-2026-09-18
b0222,microsoft,PATCH,/me/appConsentRequestsForApproval/{appConsentRequest-id}/userConsentRequests/{userConsentRequest-id}/approval/steps/{approvalStep-id},me.appConsentRequestsForApproval.userConsentRequests.approval.UpdateSteps,Update the navigation property steps in me,,w,high,PATCH default w,buildset-2026-09-18
b0223,microsoft,PATCH,/me/joinedTeams/{team-id}/installedApps/{teamsAppInstallation-id},me.joinedTeams.UpdateInstalledApps,Update the navigation property installedApps in me,,w,high,patch default update app,buildset-2026-09-18
b0224,microsoft,DELETE,/identityGovernance/entitlementManagement/accessPackageResourceRoleScopes/{accessPackageResourceRoleScope-id}/accessPackageResourceScope/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id},identityGovernance.entitlementManagement.accessPackageResourceRoleScopes.accessPackageResourceScope.accessPackageResource.accessPackageResourceRoles.accessPackageResource.DeleteAccessPackageResourceScopes,Delete navigation property accessPackageResourceScopes for identityGovernance,,x,high,a deletes resource scope no restore,buildset-2026-09-18
b0225,microsoft,DELETE,/deviceManagement/userExperienceAnalyticsAppHealthDevicePerformance/{userExperienceAnalyticsAppHealthDevicePerformance-id},deviceManagement.DeleteUserExperienceAnalyticsAppHealthDevicePerformance,Delete navigation property userExperienceAnalyticsAppHealthDevicePerformance for deviceManagement,,x,high,delete method no trash,buildset-2026-09-18
b0226,microsoft,POST,/me/onenote/sectionGroups/{sectionGroup-id}/sections/{onenoteSection-id}/microsoft.graph.copyToNotebook,me.onenote.sectionGroups.sectionGroup.sections.onenoteSection.copyToNotebook,Invoke action copyToNotebook,"For Copy operations, you follow an asynchronous calling pattern:  First call the Copy action, and then poll the operation endpoint for the result.",w,high,ii plain create copy of section,buildset-2026-09-18
b0227,microsoft,POST,/deviceManagement/reports/microsoft.graph.getComplianceSettingNonComplianceReport,deviceManagement.reports.getComplianceSettingNonComplianceReport,Invoke action getComplianceSettingNonComplianceReport,,r,high,i POST report read-only,buildset-2026-09-18
b0228,microsoft,POST,/users/{user-id}/calendar/events/{event-id}/instances/{event-id1}/microsoft.graph.dismissReminder,users.user.calendar.events.event.instances.event.dismissReminder,Invoke action dismissReminder,Dismiss a reminder that has been triggered for an event in a user calendar.,w,low,iii marks existing item w,buildset-2026-09-18
b0229,microsoft,POST,/users/{user-id}/calendarGroups/{calendarGroup-id}/calendars/{calendar-id}/events/{event-id}/multiValueExtendedProperties,users.calendarGroups.calendars.events.CreateMultiValueExtendedProperties,Create new navigation property to multiValueExtendedProperties for users,,w,high,ii plain create property,buildset-2026-09-18
b0230,microsoft,POST,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinition-id}/instances/{accessReviewInstance-id}/stages/{accessReviewStage-id}/decisions/{accessReviewInstanceDecisionItem-id}/instance/decisions/microsoft.graph.recordAllDecisions,identityGovernance.accessReviews.definitions.accessReviewScheduleDefinition.instances.accessReviewInstance.stages.accessReviewStage.decisions.accessReviewInstanceDecisionItem.instance.decisions.recordAllDecisions,Invoke action recordAllDecisions,"As a reviewer of an access review, record a decision for an accessReviewInstanceDecisionItem that is assigned to you and that matches the principal or resource IDs specified. If no IDs are specified, the decisions will apply to every **accessReviewInstanceDecisionItem** for which you are the reviewer.",x,low,unsure record decision defaults tighter x,buildset-2026-09-18
b0231,microsoft,DELETE,/accessReviews/{accessReview-id}/instances/{accessReview-id1},accessReviews.DeleteInstances,Delete navigation property instances for accessReviews,,x,high,DELETE no trash named,buildset-2026-09-18
b0232,microsoft,PATCH,/me/mailFolders/{mailFolder-id}/messageRules/{messageRule-id},me.mailFolders.UpdateMessageRules,Update the navigation property messageRules in me,,w,high,PATCH default edit rule,buildset-2026-09-18
b0233,microsoft,PATCH,/deviceManagement/userExperienceAnalyticsNotAutopilotReadyDevice/{userExperienceAnalyticsNotAutopilotReadyDevice-id},deviceManagement.UpdateUserExperienceAnalyticsNotAutopilotReadyDevice,Update the navigation property userExperienceAnalyticsNotAutopilotReadyDevice in deviceManagement,,w,high,PATCH default edit device,buildset-2026-09-18
b0234,microsoft,PATCH,/servicePrincipals/{servicePrincipal-id}/appRoleAssignedTo/{appRoleAssignment-id},servicePrincipals.UpdateAppRoleAssignedTo,Update the navigation property appRoleAssignedTo in servicePrincipals,,w,high,w edits app role assignment,buildset-2026-09-18
b0235,microsoft,DELETE,/deviceManagement/tenantAttachRBAC,deviceManagement.DeleteTenantAttachRBAC,Delete navigation property tenantAttachRBAC for deviceManagement,,x,high,DELETE method wins no restore,buildset-2026-09-18
b0236,microsoft,PATCH,/security/alerts_v2/{alert-id},security.UpdateAlerts_v2,Update the navigation property alerts_v2 in security,,w,high,w edits alert,buildset-2026-09-18
b0237,microsoft,PATCH,/users/{user-id}/todo,users.UpdateTodo,Update the navigation property todo in users,,w,high,w updates todo settable back,buildset-2026-09-18
b0238,microsoft,POST,/me/calendarView/{event-id}/microsoft.graph.cancel,me.calendarView.event.cancel,Invoke action cancel,"This action allows the organizer of a meeting to send a cancellation message and cancel the event.  The action moves the event to the Deleted Items folder. The organizer can also cancel an occurrence of a recurring meeting  by providing the occurrence event ID. An attendee calling this action gets an error (HTTP 400 Bad Request), with the following error message: 'Your request can't be completed. You need to be an organizer to cancel a meeting.' This action differs from Delete in that **Cancel**",x,high,c sends cancellation message,buildset-2026-09-18
