set,repo,path,method,operationId,summary,description
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings.json,POST,CreateCallRecording,Create a recording for the call,Create a recording for the call
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings/{Sid}.json,POST,UpdateCallRecording,"Changes the status of the recording to paused, stopped, or in-progress. Note: Pass `Twilio.CURRENT` instead of recording sid to reference current active recording.","Changes the status of the recording to paused, stopped, or in-progress. Note: Pass `Twilio.CURRENT` instead of recording sid to reference current active recording."
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Calls/{CallSid}/Recordings/{Sid}.json,DELETE,DeleteCallRecording,Delete a recording from your account,Delete a recording from your account
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{Sid}.json,POST,UpdateConference,,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Recordings/{Sid}.json,POST,UpdateConferenceRecording,"Changes the status of the recording to paused, stopped, or in-progress. Note: To use `Twilio.CURRENT`, pass it as recording sid.","Changes the status of the recording to paused, stopped, or in-progress. Note: To use `Twilio.CURRENT`, pass it as recording sid."
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Conferences/{ConferenceSid}/Recordings/{Sid}.json,DELETE,DeleteConferenceRecording,Delete a recording from your account,Delete a recording from your account
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/ConnectApps/{Sid}.json,POST,UpdateConnectApp,Update a connect-app with the specified parameters,Update a connect-app with the specified parameters
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/ConnectApps/{Sid}.json,DELETE,DeleteConnectApp,Delete an instance of a connect-app,Delete an instance of a connect-app
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{Sid}.json,POST,UpdateIncomingPhoneNumber,Update an incoming-phone-number instance.,Update an incoming-phone-number instance.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{Sid}.json,DELETE,DeleteIncomingPhoneNumber,Delete a phone-numbers belonging to the account used to make the request.,Delete a phone-numbers belonging to the account used to make the request.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers.json,POST,CreateIncomingPhoneNumber,Purchase a phone-number for the account.,Purchase a phone-number for the account.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{ResourceSid}/AssignedAddOns/{Sid}.json,DELETE,DeleteIncomingPhoneNumberAssignedAddOn,Remove the assignment of an Add-on installation from the Number specified.,Remove the assignment of an Add-on installation from the Number specified.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/{ResourceSid}/AssignedAddOns.json,POST,CreateIncomingPhoneNumberAssignedAddOn,Assign an Add-on installation to the Number specified.,Assign an Add-on installation to the Number specified.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/Local.json,POST,CreateIncomingPhoneNumberLocal,,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/Mobile.json,POST,CreateIncomingPhoneNumberMobile,,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/IncomingPhoneNumbers/TollFree.json,POST,CreateIncomingPhoneNumberTollFree,,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Keys/{Sid}.json,POST,UpdateKey,,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Keys/{Sid}.json,DELETE,DeleteKey,,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Keys.json,POST,CreateNewKey,,
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Messages/{MessageSid}/Media/{Sid}.json,DELETE,DeleteMedia,Delete the Media resource.,Delete the Media resource.
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Queues/{QueueSid}/Members/{CallSid}.json,POST,UpdateMember,Dequeue a member from a queue and have the member's call begin executing the TwiML document at that URL,Dequeue a member from a queue and have the member's call begin executing the TwiML document at that URL
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Messages.json,POST,CreateMessage,Send a message,Send a message
holdout1,twilio,/2010-04-01/Accounts/{AccountSid}/Messages/{Sid}.json,POST,UpdateMessage,Update a Message resource (used to redact Message `body` text and to cancel not-yet-sent messages),Update a Message resource (used to redact Message `body` text and to cancel not-yet-sent messages)
